id,name,type,category,city,description,heat_score,rating_score,tag_json,cover_url,status,created_at,lng_lat
562,中国长城博物馆,scenic,博物馆/展览馆,北京市,其参观线路在设计的宛如长城起伏，处处可见“雄关”、“隘口”，仿佛置身万里长城之上。,8.9,3.6,世界遗产|博物馆|摄影打卡|登山徒步|长城段,https://r1.visitbeijing.com.cn/vbj-s/2021/0928/20210928174513702.jpg,1,,
563,詹天佑纪念馆,scenic,纪念馆/名人故居,北京市,纪念馆由瞻仰厅、序幕厅及3处陈列厅，展现了詹天佑从求学、投身铁路建设到抗清护路、拥护辛亥革命所走过的历程。,3.7,3.9,纪念馆|科学家|铁路|近代历史|工程师,https://r1.visitbeijing.com.cn/vbj-s/2013/1119/20131119105241596.jpg,1,,
564,古木化石群,scenic,森林/湿地公园,北京市,据科学家考证，当地木化石产生于中侏罗纪晚期，距今已经历一亿三千万年的沧桑岁月。,2.1,4.2,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207034032406.jpg,1,,
565,妫河森林公园,scenic,森林/湿地公园,北京市,乘一叶小舟顺流而下，漂进如诗如画的艺术境界。8公里水路，犹如一条迂回宛约的绿色长廊，4道叠水激流白浪翻滚。,5.7,4.4,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/0622/20160622094330539.jpg,1,,
566,康西草原,scenic,自然景区,北京市,每到夏季，绿草如茵，红花点点，有蒙古包，有牛、马、羊群，山、水、林、草融为一体，风景秀美，令人心旷神怡，是京郊难得的避暑胜地。,5.3,4.5,自然生态|草原风光,https://r1.visitbeijing.com.cn/vbj-s/2015/0512/20150512050707800.jpg,1,,
567,夏都公园,scenic,城市公园,北京市,夏都公园是延庆县城综合生态保护区的核心，同时也是全国最大的主题雕塑公园，如果您热爱艺术这里值得您到此一游。,2.2,3.8,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208032852815.jpg,1,,
568,榆林堡,scenic,森林/湿地公园,北京市,榆林堡是北京周边现存规模最大的古驿站遗址，要想体会古代那种关外的感觉可以来这里一试。,1.8,3.5,古镇古村|森林公园|民俗风情|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208014805944.jpg,1,,
569,阳坊白虎涧,scenic,自然景区,北京市,白虎涧自然风景区位于昌平区阳坊镇境内，属太行山余脉。总面积460万平方米，最高峰850米，景区山峰错落林立，山体绵延宏伟，有“神岭千峰”之称，为著名的“燕平八景”之一。山峦无际，云海无边，石奇谷幽，万木峥嵘，是景区的奇异景色。,2.7,4.5,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2018/0605/20180605061034164.jpg,1,,
570,百川山庄,scenic,度假休闲,北京市,百川山庄坐落于燕山山脉南山脚下，掩映于群山怀抱的浩瀚林海之中，占地500亩。林间长满各种野菜牧草。山庄以天然山林为依托，主要致力于畜禽峰养殖工作。,3.2,3.6,住宿服务|酒店,https://r1.visitbeijing.com.cn/vbj-s/2017/0808/20170808050743105.jpg,1,,
571,云中阁景区,scenic,历史古迹,北京市,云中阁景区位于北京市昌平区西部山区，属流村镇辖域。南距老峪沟1.9公里，东南距禾子涧3公里，与门头沟区、河北怀来县相毗邻，素有京师“西北门户”之称。,4,4.4,历史建筑|古建筑|观景建筑,https://r1.visitbeijing.com.cn/vbj-s/2017/0524/20170524054759238.jpg,1,,
572,昌平区流村镇北流果园,scenic,农业观光,北京市,地处太行山脉西段，位于昌平区西20公里处。果园始建于1964年,3.5,4.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0109/20170109021053279.jpg,1,,
573,崔村镇真顺果园,scenic,农业观光,北京市,,2,4.3,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0109/20170109111854924.jpg,1,,
574,崔村镇大辛峰果园,scenic,农业观光,北京市,位于昌平卫星城东10公里，燕山山脉山前暖带的开阔地中，地下水资源丰富，土壤气候特别适宜果品生产,3.4,3.9,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0105/20170105032546381.jpg,1,,
575,蟒山红苹果种植中心,scenic,农业观光,北京市,昌平蟒山红苹果采摘园 位于北京昌平十三陵风景区内,5.6,4.3,农业观光|采摘体验|果园,https://r1.visitbeijing.com.cn/vbj-s/2017/0105/20170105020818343.jpg,1,,
576,真顺红苹果乐园,scenic,农业观光,北京市,"北京真顺红苹果乐园位于北京市昌平区崔村镇真顺村,北依绵绵群山",2,4.1,农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0105/20170105113244861.jpg,1,,
577,绿岛观光采摘园,scenic,农业观光,北京市,北京南口昌盛绿岛观光采摘园，位于昌平区西北部，距昌平城区5公里，紧靠八达岭高速公路，交通便利。,4.1,3.7,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0105/20170105112858168.jpg,1,,
578,兴寿镇桃林村果园,scenic,农业观光,北京市,"桃林村果园地处京密引水渠以北,燕山脚下",1.2,3.9,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0105/20170105112411519.jpg,1,,
579,绿园生态种植基地,scenic,农业观光,北京市,,2.7,4.7,农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0104/20170104030149792.jpg,1,,
580,御馨园种植中心,scenic,农业观光,北京市,,5.7,3.8,农业观光|采摘体验|果园,https://r1.visitbeijing.com.cn/vbj-s/2017/0104/20170104025716645.jpg,1,,
581,北京昌平香味葡萄园,scenic,农业观光,北京市,,3.1,3.7,农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0104/20170104025301370.jpg,1,,
582,昌平龙泽园种植园,scenic,农业观光,北京市,北京龙泽园种植园位于北京市昌平十三陵康陵园本园占地面积100余亩，是纯天然绿色食品，种植水果品种有樱桃,3.1,4.2,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0104/20170104024301858.jpg,1,,
583,昌平区南邵镇何营果园,scenic,农业观光,北京市,,1.9,3.7,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0104/20170104105535514.jpg,1,,
584,十三陵·神路葡萄庄园,scenic,农业观光,北京市,,3.4,4.3,农业观光|采摘体验|葡萄酒|休闲度假|十三陵,https://r1.visitbeijing.com.cn/vbj-s/2017/0103/20170103045359364.jpg,1,,
585,半塔郊野公园,scenic,城市公园,北京市,,5.1,4.6,休闲娱乐|历史遗迹|城市公园|文化遗产|石刻艺术,https://r1.visitbeijing.com.cn/vbj-s/2016/1213/20161213024550574.jpg,1,,
586,龙门店森林公园,scenic,森林/湿地公园,北京市,,1,4.3,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1213/20161213112759379.jpg,1,,
587,北京华彬高尔夫俱乐部,scenic,体育场馆,北京市,华彬庄园位于北京市昌平区，占地6400亩，踞长城、临燕山，为京城上风上水之贵地。,9.3,4.5,体育场馆|体育运动|运动健身|高尔夫|高端休闲,https://r1.visitbeijing.com.cn/vbj-s/2016/1111/20161111034023592.jpg,1,,
588,关沟风景区,scenic,自然景区,北京市,关沟风景区是南口到八达岭之间的20公里长的峡谷。,3.3,4.1,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2016/1025/20161025111914192.jpg,1,,
589,太平野郊公园,scenic,城市公园,北京市,太平郊野公园，占地1085亩，位于规划中轴路延长线以东，兰太路南侧，单村东侧。周边有太平家园、天通苑等大型社区。,2.6,4.7,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1020/20161020041020571.jpg,1,,
590,童话山庄,scenic,度假休闲,北京市,童话山庄，位于昌平区南口镇大石坡旅游度假区内，在华彬庄园的西侧，或八达岭高速第17出口左转过桥右转至第一个红绿灯即到南口。,3.6,4.4,住宿服务|酒店,https://r1.visitbeijing.com.cn/vbj-s/2016/1019/20161019043034963.jpg,1,,
591,桃峪口风景区,scenic,自然景区,北京市,桃峪口水库位于昌平东部与顺义交界的上苑乡，距北京市区40公里。,2.1,3.6,农业观光|山地风光|自然景观|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1019/20161019042113182.jpg,1,,
592,静之湖森林公园,scenic,森林/湿地公园,北京市,北京静之湖度假酒店位于昌平区兴寿镇桃峪口市级度假区内，距市区仅28公里，沿京承高速路、京昌高速路、立汤快速路均可到达，交通便利。,3,3.8,休闲垂钓|森林公园|水域风光|自然景观|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1018/20161018114616639.jpg,1,,
593,长陵神功圣德碑,scenic,历史古迹,北京市,长陵的神功圣德碑，规制为重檐歇山顶。“神功圣德”指的就是对帝王历史地位的评价。,2.6,4.4,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2016/1017/20161017052724286.jpg,1,,
594,大杨山国家森林公园,scenic,森林/湿地公园,北京市,北京大杨山国家森林公园位于昌平区东北部延寿镇境内，属燕山山脉，总面积达2106.5公顷，景区森林覆盖率90%以上，属北温带季风气候，距安定门40公里，是距市区最近的旅游风景区之一。,5.7,4.8,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1017/20161017034529132.jpg,1,,
595,拉斐特城堡公园,scenic,城市公园,北京市,北京拉斐特城堡公园坐落在昌平区北七家镇，位于北京的母亲河--温榆河上游。,1.4,4.2,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1009/20161009040624833.jpg,1,,
596,赛场公园,scenic,城市公园,北京市,赛场公园是进入昌平卫星城的第一个大型绿地。,2.9,3.8,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0929/20160929023237255.png,1,,
597,宏福公园,scenic,城市公园,北京市,宏福公园位于温都水城东北方向一公里的地方，中心湖水面60余亩，水深1.8米，与7公里长的东、西护城河贯通。,1.1,3.9,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0919/20160919034429561.png,1,,
598,回龙园公园,scenic,城市公园,北京市,回龙园公园是回龙观文化居住区的一座配套公园，总面积有9.7万多平方米，是附近丽龙园、云趣园、风雅园等几个小区居民的健身休闲场所。,3.2,3.8,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0919/20160919033555346.png,1,,
599,朝宗桥公园,scenic,城市公园,北京市,朝宗桥又名沙河北大桥。位于昌平县城南10公里、沙河镇北0.5公里。朝宗桥为七孔石桥。,4.3,3.9,交通建筑|休闲娱乐|城市公园|桥梁建筑,https://r1.visitbeijing.com.cn/vbj-s/2016/0909/20160909041158282.jpg,1,,
600,沙河闸湿地公园,scenic,森林/湿地公园,北京市,昌平温榆河与沙河水库交汇湿地公园------沙河闸湿地公园位于昌平区温榆河与沙河水库交汇处，以展示湿地水质净化能力和旅游休闲功能为主。,2.6,4.5,湿地公园|观鸟,https://r1.visitbeijing.com.cn/vbj-s/2016/0909/20160909032626381.jpg,1,,
601,白浮泉湿地公园,scenic,森林/湿地公园,北京市,白浮泉湿地公园占地398公顷，几乎是朝阳公园、颐和园的1.5倍，是京北最大的城市公园。,9,4.1,湿地公园|观鸟,https://r1.visitbeijing.com.cn/vbj-s/2016/0908/20160908030824732.jpg,1,,
602,东小口森林公园,scenic,森林/湿地公园,北京市,东小口森林公园位于北京市昌平区，紧挨着清河湾高尔夫练习场和东升文体公园，其南边就是奥林匹克森林公园。,2,4.7,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/0901/20160901035049972.jpg,1,,
603,太平郊野公园,scenic,城市公园,北京市,太平郊野公园，占地1085亩，位于规划中轴路延长线以东，兰太路南侧，单村东侧。周边有太平家园、天通苑等大型社区。,3.9,3.8,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0831/20160831053725810.jpg,1,,
604,昌平新城滨河森林公园,scenic,森林/湿地公园,北京市,万亩滨河森林公园，北起十三陵水库，南至京密引水渠，占地398公顷。,2.1,4.1,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/0831/20160831052610764.jpg,1,,
605,昌平印象山庄,scenic,度假休闲,北京市,昌平印象山庄(阿尔卑斯小镇)青山绿野，曲径通幽，在蓝天白云的衬托和群山的环绕下，让人仿佛走入了图画中隐蔽的桃花源。,5.3,4.1,住宿服务|酒店,https://r1.visitbeijing.com.cn/vbj-s/2016/0831/20160831051228315.jpg,1,,
606,北京东方硕果采摘园,scenic,农业观光,北京市,定期大量向固定企业提供新鲜蔬菜、为百姓提供田园乐——开心农场出租（代理）、新鲜蔬果采摘、休闲垂钓等等。,3.7,4.1,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/0802/20160802025926610.jpg,1,,
607,亲农耕农业体验园,scenic,农业观光,北京市,北农-亲农耕农业体验园创建于2008年，位于北京市昌平区马池口镇亭自庄村西，南接百葛路，西靠温南路，距北京市北六环西端1公里,5.5,4.5,农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/0719/20160719025634568.jpg,1,,
608,凤山温泉度假村,scenic,度假休闲,北京市,凤山温泉24小时全天开放。其中21000平米温泉乐园拥有72种独具特色的温泉浴池，储存于3800米深的侏罗纪白云岩温泉水，富含对人体有益的钙、镁、铁、钾、钠、氟等各种微量元素及矿物质，具有良好的保健功效。,2.8,4.2,休闲度假|住宿|度假村|温泉康养,https://r1.visitbeijing.com.cn/vbj-s/2016/0714/20160714024954260.jpg,1,,
609,北京奥林狩猎俱乐部,scenic,体育场馆,北京市,奥林狩猎庄园场引进意大利贝雷塔、德国西格绍尔p226、瑞士哈默利手枪;德国瓦尔特、美国鲁格、英国三枪步枪;您可以充分体验速射手枪与超精准步枪给您带来的暴爽感觉。,1.6,3.6,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/0705/20160705015043926.jpg,1,,
610,香堂文化新村,scenic,度假休闲,北京市,香堂文化新村位于正北方向与天安门、故宫在同一轴线上。 距市中心约50公里。在建设社会主义新农村的历程中， 香堂村经过十几年的艰苦奋斗，发展创新。,9.5,3.9,古镇古村|民俗风情,https://r1.visitbeijing.com.cn/vbj-s/2016/0620/20160620114845254.png,1,,
611,奥林射击场,scenic,体育场馆,北京市,奥林狩猎俱乐部射击庄园，简称奥林射击庄园，归属于北京奥林狩猎俱乐部有限公司射击场，是北京市面积最大、设施最完善、生态保留最为完整的狩猎场。,7.4,3.7,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/0331/20160331120628421.jpg,1,,
612,桃花仙谷,scenic,自然景区,北京市,在地处燕山腹地的昌平区北部山区延寿镇，一条蜿蜒曲折的盘山公路串起沿途古朴宁静的村落，也是著名的桃花一条沟。,6.8,4.5,农业观光|山地风光|自然景观|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/0320/20160320031154633.jpg,1,,
613,亢山公园,scenic,城市公园,北京市,布局为开阔铺装、大体量的草坪和色带曲线及大规格的树木种植，有音乐旱喷、浮雕、下陷舞池、健身广场等多个景观景点。,3.9,4.5,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2015/0911/20150911044701314.jpg,1,,
614,北京红栌温泉山庄,scenic,度假休闲,北京市,,1.5,4.2,休闲度假|住宿服务|温泉康养|酒店,https://r1.visitbeijing.com.cn/vbj-s/2015/0825/20150825040244432.jpg,1,,
615,十三陵·神路,scenic,历史古迹,北京市,十三陵神道，即长陵神道，是长陵陵寝建筑的前导部分，依次建有石牌坊、三空桥、大红门等等。,1.1,3.9,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2016/1122/20161122043547853.jpg,1,,
616,北京军都旅游度假村,scenic,度假休闲,北京市,军都旅游度假村为三星级度假酒店，青山环抱，绿水相依，风景秀丽，空气清新。,2.9,4.3,休闲度假|住宿|度假村,https://r1.visitbeijing.com.cn/vbj-s/2015/0821/20150821043246955.jpg,1,,
617,天翼桃花草莓采摘园,scenic,农业观光,北京市,天翼桃花草莓采摘园园区拥有1600栋日光温室，已经获得绿色认证。,2.7,4.3,亲子互动|农业观光|草莓采摘|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2015/0819/20150819031555159.jpg,1,,
618,华彬庄园,scenic,度假休闲,北京市,华彬庄园毗邻长城，占地面积约为4.5平方公里，拥有“世纪球王”杰克•尼克劳斯设计的54洞高尔夫球场,10,4.5,住宿服务|酒店,https://r1.visitbeijing.com.cn/vbj-s/2016/1123/20161123041724212.jpg,1,,
619,静之湖滑雪场,scenic,体育场馆,北京市,北京静之湖度假酒店滑雪场坐落于昌平区兴寿镇桃峪口，毗邻桃峪口水库的静之湖度假酒店滑雪场，三面环山。,2.7,4.6,休闲垂钓|体育场馆|冬季运动|水域风光|滑雪|自然景观|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2016/1118/20161118044507710.jpg,1,,
620,苹果主题公园,scenic,农业观光,北京市,公园因地制宜，充分发挥现状优势，通过园林、园艺手段，创造以苹果为主题的，新颖、具有时代感的园林景观。,3.4,3.9,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2013/0510/20130510022121320.jpg,1,,
621,天星种植园草莓采摘园,scenic,农业观光,北京市,离亚运村20公里交通方便，北侧是巍巍的燕山支脉，边上京密引水渠流水潺潺，风景秀美，是您周末郊区旅游度假的好去处,4.7,4.4,亲子互动|农业观光|草莓采摘|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2013/0508/20130508031115777.jpg,1,,
622,昌居园度假村,scenic,度假休闲,北京市,京北40公里著名景区居庸关长城脚下，枕居庸叠翠，踏第一雄关，揽碧绿青山，擎蓝天白云,9.2,4.5,休闲度假|住宿|度假村,https://r1.visitbeijing.com.cn/vbj-s/2013/0507/20130507110804750.jpg,1,,
623,老张头葡萄园,scenic,农业观光,北京市,老张头葡萄园已初具规模，成为以葡萄为主，兼营各类果品与菜蔬的果蔬基地,5.4,3.5,农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2013/0503/20130503103809614.jpg,1,,
624,南口观光采摘果园,scenic,农业观光,北京市,在北方竟然也能采摘到南方的热带水果，喜悦之情只能用欣喜来形容了。,3.9,4.5,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2013/0503/20130503091149954.jpg,1,,
625,昌平公园,scenic,城市公园,北京市,园西茂林覆丘，以树取胜，四时成荫，湖东繁卉为圃，以(谷)添美，三季飘香。,5.2,4.4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2013/0418/20130418052546141.jpg,1,,
626,南口公园,scenic,城市公园,北京市,该公园从1989年开始规划，主要景点于1992年开始建设，经过不断的建设和完善，已初具规模，供游人游览欣赏，丰富了广大人民群众的业余生活。,2.3,4.3,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2013/0418/20130418042802721.jpg,1,,
627,居庸关长城博物馆,scenic,博物馆/展览馆,北京市,该博物馆是展示长城文化、宗教文化、军事文化和山水文化的一个绝佳窗口,9.7,3.7,世界遗产|博物馆|摄影打卡|登山徒步|长城段,https://r1.visitbeijing.com.cn/vbj-s/2021/0924/20210924175324642.jpg,1,,
628,北京御生堂中医药博物馆,scenic,博物馆/展览馆,北京市,是一个集中国老药铺历史文物、药械药具、医案医书和中药标本收集整理为一体的中医药博物馆。,2.1,4.7,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2013/0410/20130410092236592.jpg,1,,
629,老甲艺术馆,scenic,文化艺术空间,北京市,"走进老甲艺术馆,一片宽阔的草地天然的怪石伴着鸟语花香先向人昭示了这是一片艺术的净土,馆外以及展厅前的大型浮雕更透着浓浓的大写意的味道",1,3.9,文创园区|美术馆/艺术馆|艺术展览,https://r1.visitbeijing.com.cn/vbj-s/2015/1119/20151119050556481.jpg,1,,
630,永安公园,scenic,城市公园,北京市,"昌平区永安公园位于昌平城北街道办事处西关城角村，南至南环路,北至昌平区体育局,东至西环路,西至八达岭高速路东辅路。",1.7,4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2012/1228/20121228023545353.jpg,1,,
631,北京昭陵博物馆,scenic,博物馆/展览馆,北京市,和定陵和长陵相比，昭陵看起来并没有太多的特色，这里最大的特点就是幽静。,5.8,4.6,世界遗产|博物馆|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207013304448.jpg,1,,
632,定陵博物馆,scenic,博物馆/展览馆,北京市,作为王陵他气势恢宏，入口神兽两排一一站立，东西虽多，但很多都是仿制品，反而外面的庭院更有观赏性。,4.1,3.7,世界遗产|博物馆|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206055239731.jpg,1,,
633,十三陵·长陵,scenic,历史古迹,北京市,长陵为明十三陵之首，风水宝地，修建的也大气，工艺考究、是原建筑保护最完整的一处墓园。,1.3,4.4,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2019/0815/20190815040448638.jpg,1,,
634,双龙山森林公园,scenic,森林/湿地公园,北京市,自然生态环境优越，森林繁茂，瓜果飘香，奇花异草，腾萝伞盖，百米荫棚，峻峰、怪石，又有古边墙遗迹尚存，有着浓郁的“野趣”。,2.6,3.7,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208111118466.jpg,1,,
635,十三陵·碓臼峪自然风景区,scenic,自然景区,北京市,遍布奇花、异草、峻峰、怪石，有着浓郁的“野趣”，保持着众多的自然景观。,4.7,4,自然风景区|峡谷|地质景观,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208033602525.jpg,1,,
636,北京拉斐特城堡酒店,scenic,度假休闲,北京市,原生态浪漫，巴洛克风情，超五星享受！巴菲特、比尔盖茨的共同选择！世界五十大私人城堡之一，最浪漫家外之家！,5.4,4.3,住宿服务|酒店,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208030446823.jpg,1,,
637,英达生态园温泉度假村,scenic,农业观光,北京市,室内外温泉区共60多个风格各异、功能不同的温泉池。,3.2,3.7,休闲度假|住宿|度假村|温泉康养|亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208022059884.jpg,1,,
638,温都水城,scenic,度假休闲,北京市,这里有一个关于水的故事，这里有一个关于水的文化，这里是关于水的一个度假胜地！,1.6,3.8,亲水|水域风光,https://r1.visitbeijing.com.cn/vbj-s/2015/1224/20151224052845868.jpg,1,,
639,九华山庄温泉度假村,scenic,度假休闲,北京市,神仙池水，帝王享受！,6.6,3.9,休闲度假|住宿|住宿服务|度假村|温泉康养|酒店,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208021117142.jpg,1,,
640,北京雪世界滑雪场,scenic,体育场馆,北京市,刺激的雪地摩托车道，老少皆宜的雪上飞碟道，风情浪漫的狗、马拉雪撬道，儿童游乐天地戏冰园，戏雪园。,1.7,3.9,体育场馆|冬季运动|滑雪|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208014850689.jpg,1,,
641,北京军都山滑雪场,scenic,体育场馆,北京市,优越的地理位置，使自驾车者仅40分钟后，就能转换角色，游走于白天与夜晚的浪漫交替中。,3.9,4.5,体育场馆|冬季运动|滑雪|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2016/1118/20161118042631553.jpg,1,,
642,菩萨山风景区,scenic,自然景区,北京市,古木参天，奇花异草遍野，果树珍品漫山，环境清幽静谧所以人称“北方小桂林”。,2.2,4.4,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207095242530.jpg,1,,
643,沟崖自然风景区,scenic,自然景区,北京市,沟中有崖、崖下有沟、沟沟相通、崖崖相望，以山高、景美、路险、庙多为特色，同时也是著名的道教圣地。,4,4.6,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207103121105.jpg,1,,
644,十三陵水库,scenic,自然景区,北京市,毛主席号召建设的水库并由毛主席亲自提词，可以从这个建筑上看出属于那个年代的特色，现在则是郊游的好去处。,7.6,3.9,水利工程|爱国主义教育基地|北京市文物保护单位|红色旅游|水利风景区|自然景观|水域风光,https://r1.visitbeijing.com.cn/vbj-s/2016/1123/20161123051022899.jpg,1,,
645,长峪城,scenic,自然景区,北京市,长峪城麻雀虽小五脏俱全，各色庙宇一应俱全，旧城内有佛殿及娘娘庙，庙内有钟、鼓楼。新城内有关帝庙、菩萨庙各一座。,3.4,4,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208020124699.jpg,1,,
646,居庸关关城云台,scenic,历史古迹,北京市,居庸关关城云台原是居庸关城的一座过街塔的座子，位于关城中心，因其地势险要，位列三关之首，为历代兵家必争之地。,8.5,4.1,世界遗产|摄影打卡|登山徒步|长城段,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208013248528.jpg,1,,
647,篱苑书屋,scenic,文化艺术空间,北京市,“篱苑书屋”位于位于北京郊区的怀柔小镇接近群山的地方，提供舒适静谧的阅读空间,1.5,4.7,文化设施|公共阅读,https://r1.visitbeijing.com.cn/vbj-s/2017/0518/20170518095051525.jpg,1,,
648,琦峰山国家森林公园,scenic,森林/湿地公园,北京市,,2.3,4.3,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1212/20161212023431296.jpg,1,,
649,八旗文化广场,scenic,城市公园,北京市,,2.5,4.4,公共活动空间|城市广场,https://r1.visitbeijing.com.cn/vbj-s/2016/1209/20161209035541991.jpg,1,,
650,板栗公园,scenic,城市公园,北京市,,3.3,3.6,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1209/20161209030703194.jpg,1,,
651,小龙山公园,scenic,城市公园,北京市,公园是借助村西小龙山为依托。铺草坪2000平方米。中间有步道、座椅、用石子水泥修300米长的上山下山走道,3.4,3.6,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1209/20161209023617619.jpg,1,,
652,梧桐岭风景区,scenic,自然景区,北京市,梧桐岭风景区坐落于京郊怀柔境内，距北京仅70公里。景区内山明水秀，南倚“北京小黄山”云蒙山，斜靠幽谷神潭，北衔龙潭涧、京北第一瀑，在这自成一线的旅行群体中,4,4.2,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2016/1130/20161130113430563.jpg,1,,
653,银河谷市级森林公园,scenic,森林/湿地公园,北京市,北京市银河谷市级森林公园位于北京市怀柔区汤河口镇庄户沟流域内,4.8,4.7,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1118/20161118024134447.jpg,1,,
654,琉璃庙湿地公园,scenic,森林/湿地公园,北京市,琉璃庙镇成功打造了白河湾沟域经济产业带，并凭借白河、琉璃河沿线丰富的湿地水资源..,5,3.8,湿地公园|自然生态|观鸟|休闲度假,https://r1.visitbeijing.com.cn/vbj-s/2016/1010/20161010112225271.jpg,1,,
655,鹿世界主题园景区,scenic,主题乐园,北京市,主题园的规划设计以“注重自然、突出鹿文化、引导参与、科普教育、养鹿富民”为理念。,6.6,4.3,动物园|亲子互动,https://r1.visitbeijing.com.cn/vbj-s/2016/0922/20160922021911194.png,1,,
656,愉然原始部落游乐园,scenic,主题乐园,北京市,愉然原始部落游乐园位于北京怀柔区三渡河村，距县城12公里。园区占地千余亩，依山傍水，气候宜人。,4.2,4.2,主题乐园|亲子互动,https://r1.visitbeijing.com.cn/vbj-s/2016/0906/20160906113744254.jpg,1,,
